FACIL,REC$TYPE,PROVINCE,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
337,A,92,Health centre,4,Rural,No,116618,Hospital,Private/NGO,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.181818181818182,12,0,1,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,44,19,0,82,82
338,A,81,Health centre,4,Rural,No,233237,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes, ,No,Yes,.545454545454545,23,0,2,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No, ,Yes,87,48,1,165,165
339,A,81,5,Private for profit,Urban,No,2150960,Health Center,Private/NGO,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,No,.363636363636364,5,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,No,2,9,0, , 
340,A,81,Health centre,4,Urban,No,116618,Hospital,Private/NGO,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,No,Yes,.636363636363636,22,1,2,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,123,39,0,176,176
341,A,81,5,Private for profit,Urban,No,2150960,Health Center,Private/NGO,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,No,No,.181818181818182,3,1,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No, ,No,1,5,0, , 
342,A,81,Health centre,Private for profit,Urban,No,233237,Hospital,Private/NGO,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,No,.272727272727273,77,4,11,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,223,133,0,371,371
343,A,81,5,Government/public,Rural,No,2150960,Health Center,Public,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.363636363636364,3,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,1,9,0, , 
344,A,81,Health post,Government/public,Rural,No,536444,Hospital,Public,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes, ,No,No,No,No,No,No, ,No,No,.545454545454545,5,0,1,0,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,6,9,0,38,38
345,A,81,5,4,Rural,No,2150960,Health Center,Private/NGO,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No, ,No,No,.454545454545455,9,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,13,17,0,103,103
346,A,81,Health centre,4,Rural,No,116618,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,No,No,.363636363636364,8,0,1,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,44,18,0,115,115
347,A,81,Health centre,4,Rural,No,233237,Hospital,Private/NGO,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No, ,Yes,Yes,.636363636363636,10,0,1,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,80,15,0,10,10
348,A,81,5,Government/public,Rural,No,2150960,Health Center,Public,No,Yes,No,No,No,Yes, ,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes, , , , ,No,No,No,Yes,No,No,.181818181818182,2,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,1,3,0, , 
349,A,81,Health centre,4,Urban,No,116618,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No, ,No,No,.272727272727273,29,0,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,77,72,1,164,164
350,A,81,Health post,Private for profit,Urban,No,536444,Hospital,Private/NGO,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,Yes,No,.454545454545455,13,1,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,18,24,3,58,58
351,A,81,Health hut,Private for profit,Urban,No,116618,Health Center,Private/NGO,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No, ,Yes,No,.363636363636364,3,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,5,8,0,30,30
352,A,81,Health post,NGO/ Private not for profit,Urban,No,536444,Hospital,Private/NGO,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,.454545454545455,12,0,3,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,13,31,0,365,365
353,A,81,Health centre,Private for profit,Urban,No,116618,Hospital,Private/NGO,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,No,.545454545454545,16,0,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,24,27,2,72,72
354,A,81,Health post,Private for profit,Urban,No,2150960,Hospital,Private/NGO,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No, ,No,No,.272727272727273,5,1,2,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,Yes,No, ,Yes,10,10,1,236,236
355,A,81,5,Government/public,Rural,No,2150960,Health Center,Public,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No, , ,No,No,No,No,No,Yes,Yes,No,.272727272727273,2,2,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,No,4,6,0, , 
356,A,81,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,22,0,2,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,25,41,0,145,145
357,A,81,5,Private for profit,Rural,No,2150960,Health Center,Private/NGO,No,No,No,No,Yes,Yes, ,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No,.181818181818182,2,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No,0,9,0, , 
358,A,81,Health centre,4,Urban,No,116618,Hospital,Private/NGO,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No, ,No,Yes,.727272727272727,36,8,8,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,80,70,0,175,175
359,A,81,5,Government/public,Rural,No,2150960,Health Center,Public,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,No,No,.363636363636364,2,1,0,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No, ,No,2,4,0, , 
360,A,81,5,Private for profit,Rural,No,2150960,Health Center,Private/NGO,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,Yes,Yes,No,.272727272727273,2,0,1,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No, ,No,No, ,No,2,5,0, , 
361,A,81,Health centre,4,Rural,No,116618,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes, ,Yes,No,.545454545454545,28,0,3,0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,85,65,2,359,359
362,A,81,Health post,NGO/ Private not for profit,Urban,No,536444,Hospital,Private/NGO,No,No,No,No,No,Yes,No,Yes, ,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes, ,No,No, ,6,1,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,No,No, ,Yes,10,13,3,10,10
363,A,81,Health post,Private for profit,Urban,No,536444,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.272727272727273,5,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No, ,Yes,7,7,1,42,42
364,A,81,Health centre,Private for profit,Urban,No,116618,Hospital,Private/NGO,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,No,No,.636363636363636,26,0,2,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,38,38,1,214,214
365,A,81,5,Private for profit,Urban,No,2150960,Health Center,Private/NGO,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.454545454545455,4,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No,3,6,0, , 
366,A,81,Health centre,4,Urban,No,233237,Hospital,Private/NGO,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes, ,No,Yes,.454545454545455,21,1,4,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,88,35,4,50,50
367,A,81,Health centre,4,Rural,No,116618,Hospital,Private/NGO,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,No,.545454545454545,32,0,2,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,Yes,108,51,2,388,388
368,A,81,Health hut,Private for profit,Urban,No,2150960,Health Center,Private/NGO,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,No, ,No,No,.363636363636364,4,2,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,23,14,1,351,351
369,A,81,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,No, ,No,No,.545454545454545,25,1,1,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,20,36,0,92,92
370,A,81,Health hut,Private for profit,Urban,No,116618,Health Center,Private/NGO,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,No,.363636363636364,5,2,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,7,12,1,32,32
371,A,81,Health centre,Government/public,Rural,No,116618,Hospital,Public,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes, ,No,No,No,No,No,No, ,Yes,No,.363636363636364,6,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,No, ,Yes,8,9,2,11,11
372,A,81,5,Government/public,Rural,No,2150960,Health Center,Public,Yes,Yes,No,No,Yes,Yes, ,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.454545454545455,2,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No,0,3,0, , 
373,A,81,Health centre,Government/public,Urban,No,116618,Hospital,Public,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,No,.272727272727273,57,1,5,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,30,80,0,101,101
374,A,81,5,Private for profit,Urban,No,2150960,Health Center,Private/NGO,No,Yes,No,No,No,Yes, ,No,No,No,No,No,No,No,No,Yes,No,No,No,No, , , , ,No,No,No,Yes,No,No,.0909090909090909,4,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No, ,No,4,5,0, , 
375,A,81,5,Government/public,Urban,No,2150960,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,No,.181818181818182,4,0,0,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,No,3,6,0, , 
376,A,81,5,Private for profit,Urban,No,2150960,Health Center,Private/NGO,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,Yes,No,.363636363636364,3,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No, ,No,2,6,0, , 
377,A,81,Health centre,4,Urban,No,116618,Hospital,Private/NGO,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, , , ,.636363636363636,21,1,1,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,41,33,1,65,65
378,A,81,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.636363636363636,35,0,6,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,80,73,0,325,325
379,A,81,5,4,Rural,No,2150960,Health Center,Private/NGO,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,Yes,No,.454545454545455,3,1,0,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,5,8,0, , 
380,A,81,5,Government/public,Rural,No,2150960,Health Center,Public,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.363636363636364,2,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,6,0, , 
381,A,81,Health centre,Government/public,Rural,No,116618,Hospital,Public,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No, ,Yes,No,.272727272727273,14,1,2,0,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,Yes,Yes,Yes,28,23,1,61,61
382,A,Mongala,Health post,4,Urban,No,116618,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes, ,Yes,No,.272727272727273,16,1,2,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,12,26,3,11,11
383,A,Mongala,Health centre,4,Urban,No,116618,Hospital,Private/NGO,Yes,No,Yes,Yes,Yes,No,No,Yes, ,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No, ,Yes,Yes, ,40,1,10,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,33,114,3,39,39
384,A,Mongala,5,Private for profit,Urban,No,3426784,Health Center,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No, ,Yes,No,.636363636363636,8,0,2,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,2,12,2,5,5
385,A,Mongala,Health post,Private for profit,Urban,No,116618,Hospital,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No, ,Yes,Yes,.454545454545455,16,1,1,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,No, ,Yes,16,32,2,16,16
386,A,Mongala,5,4,Urban,No,3426784,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes,.454545454545455,14,0,2,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No, ,No,3,52,1, , 
387,A,Mongala,5,4,Urban,No,233237,Health Center,Private/NGO,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No, ,No,No,.272727272727273,12,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,5,17,1,16,16
388,A,Mongala,5,Private for profit,Urban,No,991256,Health Center,Private/NGO,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,Yes,Yes,.545454545454545,34,1,3,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No, ,Yes,No, ,Yes,60,49,10,73,73
389,A,Mongala,5,Private for profit,Urban,No,3426784,Health Center,Private/NGO,Yes,Yes,No,No,Yes,Yes,No,No, ,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes, ,No,Yes,No,No,No,No,Yes,Yes,Yes, ,8,0,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,Yes,Yes,No, ,No,5,10,1, , 
390,A,Mongala,Health centre,4,Urban,No,116618,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No, ,No, ,.636363636363636,12,5,2,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,No,Yes,44,28,0,201,201
391,A,Mongala,5,Private for profit,Urban,No,3426784,Health Center,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.454545454545455,12,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,15,16,3,17,17
392,A,Mongala,Health centre,Government/public,Urban,Yes,233237,Hospital,Public,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes, ,Yes, ,.454545454545455,263,31,36,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,117,438,0,88,88
393,A,Mongala,5,Private for profit,Urban,No,3426784,Health Center,Private/NGO,Yes,Yes,Yes,No,Yes,No,Yes,No,No, ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No, ,9,0,3,4,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No, ,No, , ,No,6,18,5, , 
394,A,Mongala,Hospital,Government/public,Urban,No,116618,Hospital,Public,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.181818181818182,1425,40,114,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,92,2573,0,319,319
