FACIL,REC$TYPE,REGION,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,normdelivery,TBservice,NCDService,diagnostic,bloodtyping,transfusion,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
10440,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,Yes,97909,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,Yes,No,No,Yes,No,No,1,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,2,2,0, , 
10441,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,No,No,No, ,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,1,0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No, , ,No, ,2,0, , 
10442,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No, ,No,Yes,No,No,No,No,Yes,No,Yes,Yes, , , , ,Yes,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10443,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No, ,No,No,No,No,No,No,No,Yes,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No, ,2,0, , 
10444,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,Yes,No,No,No,No,No,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,No, , , , ,No,No,No,No,No,No, ,0,1,0,0,Yes,No,Yes,No,No,No,No,No,No,No,No,No, , ,No, ,3,0, , 
10445,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,No,No,No,Yes,No,No,No,No, ,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No, , ,No, ,1,0, , 
10446,A,Chittagong,Community Clinic,Government/Public (MOHFW),Rural,No,3928283,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No, ,No, ,3,0, , 
10447,A,Chittagong,NGO Clinic (other than Smiling Sun Clinics),NGO,Urban,No, ,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10448,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,95030,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,.636363636363636,0,20,0,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,20,46,5,235,235
10449,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,95030,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.727272727272727,1,8,0,1,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,15,17,5,72,72
10450,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,95030,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,No,.636363636363636,0,18,3,2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,Yes,40,50,8,290,290
10451,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Urban,No,95030,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,.636363636363636,0,8,1,3,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No, ,Yes,20,35,5,90,90
10452,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No, ,No, ,1,0, , 
10453,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No, ,No, ,0,0, , 
10454,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,Yes,Yes,Yes,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,1,2,0, , 
10455,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,Yes,No,No,No,.363636363636364,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,No, ,3,0, , 
10456,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No, ,No, ,1,0, , 
10457,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public, ,No,No,No,No,No,No,No,No, ,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No, , ,No, ,1,0, , 
10458,A,Chittagong,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,76929,Hospital,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes, ,Yes,Yes,.454545454545455,0,15,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,34,60,0,472,472
10459,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,Yes,.636363636363636,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,0,2,0, , 
10460,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,Yes,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,0,2,0, , 
10461,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,Yes,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,0,2,0, , 
10462,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.454545454545455,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No, ,2,0, , 
10463,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,Yes,Yes,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,No,0,2,0, , 
10464,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,Yes,Yes,Yes,Yes,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,0,6,0, , 
10465,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes,Yes,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,No,0,2,0, , 
10466,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,No,No,Yes,No,Yes,No,No,No,No, ,No,No,No,No,No,No,No,No,No,No, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10467,A,Chittagong,Community Clinic,Government/Public (MOHFW),Rural,No,3928283,Health Center/post,Public,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No, , ,Yes,No,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No, ,No, ,3,0, , 
10468,A,Chittagong,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,Yes,76929,Hospital,Public,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No, ,Yes, ,1,1,7,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31,15,0,455,455
10469,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10470,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10471,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,2,0, , 
10472,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,123217,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No, ,2,0, , 
10473,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,2,0, , 
10474,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,97909,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, , , , ,Yes,No,No,No,Yes,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No, ,No, ,2,0, , 
10475,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No, ,3,0, , 
10476,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No, ,No, ,4,0, , 
10477,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,Yes,116913,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No, , , , ,No,No,No,Yes,Yes,No,.727272727272727,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,0,1,0, , 
10478,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No, ,No, ,2,0, , 
10479,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No, ,No, ,1,0, , 
10480,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Urban,Yes,95030,Health Center/post,Private/NGO,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,1,4,9,1,2,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,30,23,5,312,312
10481,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Urban,Yes,95030,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,Yes,Yes,1,4,9,1,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,20,23,6,65,65
10482,A,Chittagong,Upzila Health Complex (UHC),Government/Public (MOHFW),Rural,No,76929,Hospital,Public,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,No,No,Yes,No,Yes, ,Yes,Yes,.363636363636364,0,3,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No, ,Yes,25,26,0,9998,9998
10483,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No, ,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
10484,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.454545454545455,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,No, ,2,0, , 
10485,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,116913,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No, ,No,Yes,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,No,No,Yes,No,No,No,No,Yes,No,No,No,No, , ,No, ,1,0, , 
10486,A,Chittagong,Community Clinic,Government/Public (MOHFW),Rural,No,3928283,Health Center/post,Public,Yes,No,No,Yes,No,No,Yes,No,No, ,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, , ,No, ,3,0, , 
10487,A,Chittagong,Mother and Child Welfare Center (MCWC),Government/Public (MOHFW),Urban,No,76929,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,No,Yes, ,Yes,No,.818181818181818,0,1,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,0,9,0,42,42
10488,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,148887,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,Yes, ,No,No,.545454545454545,0,0,0,0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,Yes,2,2,0,41,41
10489,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,148887,Health Center/post,Public,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,Yes,No,No,.0909090909090909,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No, ,No,0,4,0, , 
10490,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,148887,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.272727272727273,0,0,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No, ,No, ,4,0, , 
10491,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,148887,Health Center/post,Public,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes, ,No,No,No,No,No,Yes, ,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No, ,Yes,0,4,0,0,0
10492,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,148887,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No, ,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes, , ,No, ,1,0, , 
10493,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,136105,Health Center/post,Public,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,No,Yes,No,No,No,.545454545454545,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No, ,3,0, , 
10494,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,136105,Health Center/post,Public,Yes,No,No,No,No,Yes,No,No,No, ,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes, , ,No, ,2,0, , 
10495,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,158223,Health Center/post,Public,No,Yes,No,No,No,No,No,No,No, ,No,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,0,1,0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes, , ,No, ,3,0, , 
10496,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,158223,Health Center/post,Public,No,No,No,No,Yes,Yes,No,No,No, ,No,No,No,No,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes, , ,No, ,2,0, , 
10497,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,158223,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No, ,0,0,1,0,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes, , ,No, ,2,0, , 
10498,A,Chittagong,Union Subcenter (UnSC) / Rural Dispensary,Government/Public (MOHFW),Rural,No,158223,Health Center/post,Public,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.272727272727273,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No, ,No, ,2,0, , 
10499,A,Chittagong,Community Clinic,Government/Public (MOHFW),Rural,No,3928283,Health Center/post,Public,Yes,Yes,No,No,Yes,Yes,No,No,No, ,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No, ,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes, , ,No, ,2,0, , 
10500,A,Chittagong,Privtate Hospital (with >20 beds),Private for Profit,Rural,Yes,149333,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,No,.454545454545455,5,6,2,1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No, ,Yes,20,17,6,65,65
10501,A,Chittagong,Upzila Health Complex (UHC),Government/Public (MOHFW),Urban,No,102572,Hospital,Public,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes, ,Yes,Yes,.636363636363636,0,19,0,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,50,45,0,556,556
10502,A,Chittagong,Union Health and Family Welfare Center (UnHFWC),Government/Public (MOHFW),Rural,No,148887,Health Center/post,Public,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No, ,No, ,1,0, , 
10503,A,Chittagong,Union Health and Family Welfare Center (UnHFWC - Upgraded),Government/Public (MOHFW),Rural,No,136105,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,No,No,No,No,No,No,No,No,No,.454545454545455,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No, ,2,0, , 
