FACIL,REC$TYPE,DEPART,FACTYPE,MGA,FTYPE,IPD_OPD,FACWT,Factype2,ownership,water_source,electricity,client_latrine,waste_disposal,waste_storage,sharps_disposal,sharps_storage,sterilization,equip_hld,guidelines_HLD,disinfectant,soapwater,st_precautions,latexgloves,medicalmasks,gowns,eye_protect,thermometer,stethoscope,BPmonitor,xray,fullblood,bloodsugar,liver_renal,adultO2mask,pulseoximeter,cylinders,overnight,communication,ambulance,preparedness,doctors,nurses,pharmacists,laboratorians,vaccination,growthmonitor,curativecare,familyplan,antenatal,PMTCT,malaria,STI,TBservice,HIVCT,ARTService,HIVcare,NCDService,surgery,cesarean,diagnostic,bloodtyping,transfusion,meetings,freqmeet,commmeet,freqcomm,quality,guidesterile,guideobserve,inpatient,numberbeds,total_full,total_part,discharges,outpatients
360,A,Ouest,6,Private for profit,Rural,No,1032263,Health Center/post,Private/NGO,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,No,.545454545454545,1,1,0,1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No,2,3,1, , 
361,A,Ouest,5,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,Yes,No,.727272727272727,4,1,0,2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,Yes,Yes,No, ,7,0, , 
362,A,Ouest,6,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,.818181818181818,4,5,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No, ,16,0, , 
367,A,Ouest,5,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,No,Yes,.636363636363636,3,5,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,No,No, ,Yes,4,31,3,0,0
368,A,Ouest,Health post,4,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No, ,Yes,Yes,.545454545454545,7,37,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,50,51,1,192,192
369,A,Ouest,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No, ,Yes,No,.363636363636364,3,4,1,2,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,Yes,5,10,1,0,0
370,A,Ouest,6,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes, ,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,Yes,No,No,.363636363636364,1,1,0,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No,1,4,1, , 
372,A,Ouest,6,Government/public,Urban,No,996044,Health Center/post,Public,No,No,Yes,Yes,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.454545454545455,0,1,0,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,1,0, , 
373,A,Ouest,7,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,No,No,Yes,No,No,.636363636363636,1,1,0,1,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No,4,3,1, , 
375,A,Ouest,7,Private for profit,Rural,No,1032263,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No,3,4,0, , 
377,A,Ouest,7,NGO/ Private not for profit,Rural,Yes,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.363636363636364,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,5,0, , 
378,A,Ouest,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,Yes,Yes,Yes, ,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No,.454545454545455,0,1,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No, ,No,4,1,0, , 
379,A,Ouest,5,4,Urban,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,Yes,Yes,No,.454545454545455,2,4,1,1,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,No, ,No,7,9,0, , 
380,A,Ouest,5,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO, ,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No, , ,2,3,0,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No, ,No,3,6,1, , 
381,A,Ouest,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,No,Yes,Yes, , , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,No,No, ,1,1,0,0,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No, , ,No,4,3,0, , 
382,A,Ouest,6,Private for profit,Rural,No,0,Health Center/post,Private/NGO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
384,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,Yes,Yes,No,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No,1,1,0, , 
385,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,Yes,No,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No, ,No, ,2,0, , 
386,A,Sud-Est,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,Yes,Yes,Yes,No, ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,Yes,No,Yes,Yes,No,.545454545454545,1,2,0,0,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No,No, ,No,2,3,0, , 
387,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,0,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,4,0, , 
388,A,Sud-Est,Health hut,Private for profit,Urban,No,996044,Hospital,Private/NGO,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes, ,Yes,No,.272727272727273,11,5,1,1,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No, ,Yes,No, ,Yes,15,19,10,23,23
390,A,Sud-Est,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,No,No,.545454545454545,1,3,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No, ,Yes,Yes,No,No, ,No,1,4,1, , 
391,A,Sud-Est,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,No,.363636363636364,0,2,0,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,Yes,No, ,No, ,6,0, , 
392,A,Sud-Est,6,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,Yes, ,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,Yes,Yes,Yes,Yes,.636363636363636,1,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No,3,7,0, , 
394,A,Sud-Est,5,NGO/ Private not for profit,Rural,Yes,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes,Yes,Yes, ,.636363636363636,1,3,0,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,Yes,No, ,No,12,17,0, , 
395,A,Sud-Est,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO, ,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No,No,No,No, ,2,2,1,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,Yes,No, ,No, ,7,1, , 
396,A,Sud-Est,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,No,Yes,No,No,Yes, ,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,Yes,Yes,No,No,Yes,Yes, , ,5,4,0,0,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,2,9,2, , 
397,A,Sud-Est,5,Private for profit,Urban,No,996044,Health Center/post,Private/NGO, ,No,Yes,No,Yes,No, ,Yes, ,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,Yes,No,Yes,Yes, ,0,6,0,0,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No, ,6,0, , 
400,A,Sud-Est,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,Yes,No,Yes,Yes, ,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No, ,Yes,Yes,.454545454545455,2,1,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,Yes,4,4,2,0,0
401,A,Sud-Est,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,Yes,No,No,Yes,Yes,No,.545454545454545,1,1,0,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,Yes,No, ,No,2,10,0, , 
402,A,Sud-Est,Health centre,Government/public,Urban,No,996044,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes, ,Yes,No,.636363636363636,31,119,1,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No, ,No,Yes,Yes,Yes,85,172,0,187,187
403,A,Sud-Est,6,NGO/ Private not for profit,Urban,No,996044,Health Center/post,Private/NGO,Yes,Yes,Yes,No,Yes,No,No,No, ,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,No, ,1,3,0,2,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,Yes,Yes,No, ,6,1, , 
404,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,No,No,No,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No, ,1,0, , 
405,A,Sud-Est,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,Yes,No,Yes,Yes,Yes, ,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,2,0,0,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No,No, ,No, ,2,0, , 
407,A,Sud-Est,6,Government/public,Urban,No,996044,Health Center/post,Public, ,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,No,Yes, , ,Yes, ,3,17,1,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,29,3,20,20
409,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,Yes,No,No,No,No,Yes,Yes,No,.636363636363636,2,3,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,5,2, , 
410,A,Sud-Est,6,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,.818181818181818,6,5,1,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No, ,No,No, ,No,5,14,6, , 
411,A,Sud-Est,Health post,Government/public,Rural,No,996044,Hospital,Public,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes, ,Yes,Yes,.636363636363636,11,10,2,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No, ,Yes,Yes,Yes,No, ,Yes,8,31,2,74,74
412,A,Sud-Est,5,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No, ,Yes,No,.727272727272727,2,4,1,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No, ,No, ,No,Yes,Yes,Yes,12,11,2,72,72
413,A,Sud-Est,5,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,No,Yes,No, ,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.363636363636364,2,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No, ,4,2, , 
414,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, , ,Yes,No,Yes,No,No,No,Yes,No,.181818181818182,1,2,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No, ,No, ,No,No, ,No, ,4,0, , 
416,A,Sud-Est,5,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,Yes,No,Yes, ,Yes,No,.545454545454545,6,12,1,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,No, ,Yes,14,20,2,3,3
418,A,Sud-Est,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No, ,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,No,No,No,No,No,No,.727272727272727,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No,No, ,No, ,7,0, , 
419,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No, ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,Yes,Yes,No, ,5,0, , 
420,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes, , , , ,No,No,No,No,Yes,Yes,.0909090909090909,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,No, ,No, ,5,0, , 
421,A,Sud-Est,5,Government/public,Rural,No,996044,Health Center/post,Public,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, ,No,Yes,No,No,Yes,No, ,No, ,.818181818181818,1,9,0,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,Yes,Yes,Yes,Yes,11,20,0,0,0
422,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,No,Yes, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No, ,No,No, ,No, ,6,0, , 
423,A,Sud-Est,7,Government/public,Urban,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No, ,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.545454545454545,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,Yes,Yes,No, ,10,0, , 
424,A,Sud-Est,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,Yes,No,Yes, ,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes, ,1,3,1,1,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No, ,No,Yes,Yes,No, ,6,0, , 
425,A,Sud-Est,7,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,Yes,Yes,No, ,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,2,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,Yes,No,Yes,Yes,No, ,5,0, , 
426,A,Sud-Est,6,Government/public,Rural,No,996044,Health Center/post,Public,Yes,No,No,No,Yes,No, ,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes, , , , ,Yes,No,No,Yes,Yes,No,.545454545454545,0,2,1,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No, ,No,1,7,0, , 
427,A,Sud-Est,6,4,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,No,No,No,No,Yes,No,.363636363636364,3,1,1,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No, ,No, ,24,0, , 
429,A,Sud-Est,7,Private for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes, ,Yes,Yes,No,No,No,No,No,Yes,Yes,.454545454545455,0,2,0,1,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No, ,No, ,No,No, ,No, ,3,0, , 
431,A,Sud-Est,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,Yes,No,No,No,Yes,Yes,No, , , ,No,Yes,No,No,No,No,No,Yes,No,Yes, , , , ,No,No,No,No,No,No, ,0,1,1,0,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No, ,No, , ,No, ,2,0, , 
432,A,Sud-Est,7,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,No,Yes,No, ,No,No, ,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No, ,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No, ,No, ,No, , ,No, ,4,0, , 
433,A,Sud-Est,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,No,Yes,Yes, ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,2,1,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,No, ,No,No, ,No, ,7,0, , 
434,A,Sud-Est,5,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,.545454545454545,3,6,2,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No, ,No,11,13,0, , 
435,A,Sud-Est,6,Government/public,Rural,No,0,Health Center/post,Public, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
436,A,Sud-Est,7,4,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,No, ,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes, , , , ,No,No,No,No,Yes,No,.272727272727273,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,No, ,No, ,1,0, , 
439,A,Sud-Est,6,NGO/ Private not for profit,Rural,No,996044,Health Center/post,Private/NGO,No,No,No,Yes,Yes,Yes,No, , , ,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes, , ,No,No,No,No,No,No,No,No, ,1,1,0,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No, ,No, , ,No, ,8,1, , 
441,A,Sud-Est,6,Government/public,Rural,No,996044,Health Center/post,Public,No,No,No,No,No,Yes, ,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes, , , , ,No,No,No,No,Yes,No,.454545454545455,0,1,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No, ,Yes,No,No,No, ,No, ,4,0, , 
